RefundID,OrderID,CustomerID,TransactionID,RefundAmount,RefundStatus,RefundReason,RequestedDate,ProcessedDate,GatewayReference
REF00005100,ORD0083756,CUST083756,TXN00083756,977.06,NOT_INITIATED,ORDER_CANCELLED,,,GW-92412169
REF00005101,ORD0083774,CUST083774,TXN00083774,1261.78,NOT_INITIATED,ORDER_CANCELLED,,,GW-93041049
REF00005102,ORD0083780,CUST083780,TXN00083780,149.78,NOT_INITIATED,ORDER_CANCELLED,,,GW-70576615
REF00005103,ORD0083798,CUST083798,TXN00083798,1391.84,NOT_INITIATED,ORDER_CANCELLED,,,GW-63116630
REF00005104,ORD0083805,CUST083805,TXN00083805,790.49,NOT_INITIATED,RETURN,,,GW-36446409
REF00005105,ORD0083811,CUST083811,TXN00083811,215.1,NOT_INITIATED,RETURN,,,GW-98824028
REF00005106,ORD0083827,CUST083827,TXN00083827,532.13,NOT_INITIATED,ORDER_CANCELLED,,,GW-51373031
REF00005107,ORD0083837,CUST083837,TXN00083837,233.55,NOT_INITIATED,RETURN,,,GW-15502885
REF00005108,ORD0083868,CUST083868,TXN00083868,477.5,NOT_INITIATED,RETURN,,,GW-39536675
REF00005109,ORD0083894,CUST083894,TXN00083894,1194.01,NOT_INITIATED,ORDER_CANCELLED,,,GW-90091661
REF00005110,ORD0083925,CUST083925,TXN00083925,1600.77,NOT_INITIATED,ORDER_CANCELLED,,,GW-86417438
REF00005111,ORD0083930,CUST083930,TXN00083930,127.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-55501646
REF00005112,ORD0083949,CUST083949,TXN00083949,474.07,NOT_INITIATED,RETURN,,,GW-67785681
REF00005113,ORD0083986,CUST083986,TXN00083986,1208.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-88119048
REF00005114,ORD0083997,CUST083997,TXN00083997,1177.21,NOT_INITIATED,RETURN,,,GW-63135500
REF00005115,ORD0084001,CUST084001,TXN00084001,2552.37,NOT_INITIATED,RETURN,,,GW-10028952
REF00005116,ORD0084032,CUST084032,TXN00084032,603.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-86744427
REF00005117,ORD0084033,CUST084033,TXN00084033,204.24,NOT_INITIATED,RETURN,,,GW-27773105
REF00005118,ORD0084054,CUST084054,TXN00084054,1631.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-32159642
REF00005119,ORD0084076,CUST084076,TXN00084076,178.74,NOT_INITIATED,ORDER_CANCELLED,,,GW-91174387
REF00005120,ORD0084103,CUST084103,TXN00084103,431.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-72337135
REF00005121,ORD0084109,CUST084109,TXN00084109,101.85,NOT_INITIATED,ORDER_CANCELLED,,,GW-30628359
REF00005122,ORD0084147,CUST084147,TXN00084147,183.86,NOT_INITIATED,RETURN,,,GW-14691765
REF00005123,ORD0084160,CUST084160,TXN00084160,223.48,NOT_INITIATED,ORDER_CANCELLED,,,GW-94327809
REF00005124,ORD0084164,CUST084164,TXN00084164,1991.85,NOT_INITIATED,RETURN,,,GW-69392331
REF00005125,ORD0084172,CUST084172,TXN00084172,857.37,NOT_INITIATED,ORDER_CANCELLED,,,GW-59192028
REF00005126,ORD0084175,CUST084175,TXN00084175,116.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-87850508
REF00005127,ORD0084179,CUST084179,TXN00084179,181.89,NOT_INITIATED,ORDER_CANCELLED,,,GW-11058080
REF00005128,ORD0084188,CUST084188,TXN00084188,1885.23,NOT_INITIATED,RETURN,,,GW-61853771
REF00005129,ORD0084191,CUST084191,TXN00084191,278.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-23988876
REF00005130,ORD0084258,CUST084258,TXN00084258,95.2,NOT_INITIATED,RETURN,,,GW-76745613
REF00005131,ORD0084266,CUST084266,TXN00084266,1125.23,NOT_INITIATED,RETURN,,,GW-49892908
REF00005132,ORD0084282,CUST084282,TXN00084282,867.58,NOT_INITIATED,RETURN,,,GW-24435407
REF00005133,ORD0084298,CUST084298,TXN00084298,445.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-31094037
REF00005134,ORD0084320,CUST084320,TXN00084320,1126.95,NOT_INITIATED,RETURN,,,GW-72048718
REF00005135,ORD0084338,CUST084338,TXN00084338,666.32,NOT_INITIATED,RETURN,,,GW-25375498
REF00005136,ORD0084343,CUST084343,TXN00084343,49.21,NOT_INITIATED,ORDER_CANCELLED,,,GW-50170708
REF00005137,ORD0084360,CUST084360,TXN00084360,1392.41,NOT_INITIATED,ORDER_CANCELLED,,,GW-83849298
REF00005138,ORD0084392,CUST084392,TXN00084392,1027.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-13074863
REF00005139,ORD0084434,CUST084434,TXN00084434,640.33,NOT_INITIATED,RETURN,,,GW-98533051
REF00005140,ORD0084440,CUST084440,TXN00084440,1188.97,NOT_INITIATED,RETURN,,,GW-91700204
REF00005141,ORD0084449,CUST084449,TXN00084449,1549.68,NOT_INITIATED,ORDER_CANCELLED,,,GW-99168199
REF00005142,ORD0084456,CUST084456,TXN00084456,379.74,NOT_INITIATED,RETURN,,,GW-39015400
REF00005143,ORD0084458,CUST084458,TXN00084458,556.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-11735732
REF00005144,ORD0084483,CUST084483,TXN00084483,1261.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-14404653
REF00005145,ORD0084485,CUST084485,TXN00084485,1798.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-93484373
REF00005146,ORD0084486,CUST084486,TXN00084486,157.64,NOT_INITIATED,ORDER_CANCELLED,,,GW-59995309
REF00005147,ORD0084502,CUST084502,TXN00084502,1563.8,NOT_INITIATED,RETURN,,,GW-29787886
REF00005148,ORD0084526,CUST084526,TXN00084526,813.03,NOT_INITIATED,RETURN,,,GW-80762827
REF00005149,ORD0084539,CUST084539,TXN00084539,524.39,NOT_INITIATED,RETURN,,,GW-34729938
REF00005150,ORD0084550,CUST084550,TXN00084550,1299.21,NOT_INITIATED,ORDER_CANCELLED,,,GW-22715416
REF00005151,ORD0084581,CUST084581,TXN00084581,561.84,NOT_INITIATED,ORDER_CANCELLED,,,GW-33369145
REF00005152,ORD0084599,CUST084599,TXN00084599,137.7,NOT_INITIATED,ORDER_CANCELLED,,,GW-88221008
REF00005153,ORD0084604,CUST084604,TXN00084604,1830.22,NOT_INITIATED,ORDER_CANCELLED,,,GW-53165196
REF00005154,ORD0084611,CUST084611,TXN00084611,610.11,NOT_INITIATED,ORDER_CANCELLED,,,GW-84818557
REF00005155,ORD0084633,CUST084633,TXN00084633,1145.9,NOT_INITIATED,RETURN,,,GW-21189477
REF00005156,ORD0084648,CUST084648,TXN00084648,852.72,NOT_INITIATED,RETURN,,,GW-19809032
REF00005157,ORD0084649,CUST084649,TXN00084649,2873.58,NOT_INITIATED,ORDER_CANCELLED,,,GW-69326837
REF00005158,ORD0084660,CUST084660,TXN00084660,2631.45,NOT_INITIATED,ORDER_CANCELLED,,,GW-70516922
REF00005159,ORD0084686,CUST084686,TXN00084686,560.49,NOT_INITIATED,RETURN,,,GW-64838290
REF00005160,ORD0084697,CUST084697,TXN00084697,1266.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-93735030
REF00005161,ORD0084719,CUST084719,TXN00084719,1812.41,NOT_INITIATED,RETURN,,,GW-22657601
REF00005162,ORD0084722,CUST084722,TXN00084722,1129.38,NOT_INITIATED,RETURN,,,GW-20949397
REF00005163,ORD0084739,CUST084739,TXN00084739,1314.88,NOT_INITIATED,ORDER_CANCELLED,,,GW-71453686
REF00005164,ORD0084784,CUST084784,TXN00084784,195.81,NOT_INITIATED,RETURN,,,GW-63858198
REF00005165,ORD0084797,CUST084797,TXN00084797,558.08,NOT_INITIATED,ORDER_CANCELLED,,,GW-59375949
REF00005166,ORD0084805,CUST084805,TXN00084805,353.28,NOT_INITIATED,ORDER_CANCELLED,,,GW-24103984
REF00005167,ORD0084809,CUST084809,TXN00084809,2181.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-32877798
REF00005168,ORD0084817,CUST084817,TXN00084817,475.02,NOT_INITIATED,RETURN,,,GW-88612549
REF00005169,ORD0084819,CUST084819,TXN00084819,2642.46,NOT_INITIATED,RETURN,,,GW-34102695
REF00005170,ORD0084848,CUST084848,TXN00084848,485.75,NOT_INITIATED,RETURN,,,GW-92698550
REF00005171,ORD0084861,CUST084861,TXN00084861,1229.47,NOT_INITIATED,RETURN,,,GW-64877437
REF00005172,ORD0084865,CUST084865,TXN00084865,477.72,NOT_INITIATED,RETURN,,,GW-16023292
REF00005173,ORD0084887,CUST084887,TXN00084887,209.4,NOT_INITIATED,RETURN,,,GW-48268927
REF00005174,ORD0084972,CUST084972,TXN00084972,2828.94,NOT_INITIATED,ORDER_CANCELLED,,,GW-82761994
REF00005175,ORD0084984,CUST084984,TXN00084984,81.7,NOT_INITIATED,RETURN,,,GW-24013388
REF00005176,ORD0084995,CUST084995,TXN00084995,800.31,NOT_INITIATED,ORDER_CANCELLED,,,GW-17239618
REF00005177,ORD0084998,CUST084998,TXN00084998,150.24,NOT_INITIATED,ORDER_CANCELLED,,,GW-45357350
REF00005178,ORD0085014,CUST085014,TXN00085014,2285.72,NOT_INITIATED,ORDER_CANCELLED,,,GW-45180978
REF00005179,ORD0085027,CUST085027,TXN00085027,1184.92,NOT_INITIATED,RETURN,,,GW-38858674
REF00005180,ORD0085037,CUST085037,TXN00085037,197.09,NOT_INITIATED,ORDER_CANCELLED,,,GW-35453293
REF00005181,ORD0085048,CUST085048,TXN00085048,136.13,NOT_INITIATED,ORDER_CANCELLED,,,GW-81999118
REF00005182,ORD0085085,CUST085085,TXN00085085,2173.2,NOT_INITIATED,RETURN,,,GW-90307551
REF00005183,ORD0085117,CUST085117,TXN00085117,25.2,NOT_INITIATED,RETURN,,,GW-76834157
REF00005184,ORD0085124,CUST085124,TXN00085124,2407.34,NOT_INITIATED,ORDER_CANCELLED,,,GW-51432792
REF00005185,ORD0085136,CUST085136,TXN00085136,192.58,NOT_INITIATED,ORDER_CANCELLED,,,GW-39668582
REF00005186,ORD0085142,CUST085142,TXN00085142,828.18,NOT_INITIATED,ORDER_CANCELLED,,,GW-57386500
REF00005187,ORD0085150,CUST085150,TXN00085150,2332.54,NOT_INITIATED,RETURN,,,GW-67108666
REF00005188,ORD0085157,CUST085157,TXN00085157,529.28,NOT_INITIATED,RETURN,,,GW-25692314
REF00005189,ORD0085177,CUST085177,TXN00085177,292.23,NOT_INITIATED,ORDER_CANCELLED,,,GW-48463627
REF00005190,ORD0085229,CUST085229,TXN00085229,955.65,NOT_INITIATED,ORDER_CANCELLED,,,GW-93371727
REF00005191,ORD0085230,CUST085230,TXN00085230,894.95,NOT_INITIATED,ORDER_CANCELLED,,,GW-54850175
REF00005192,ORD0085254,CUST085254,TXN00085254,1214.78,NOT_INITIATED,ORDER_CANCELLED,,,GW-65118305
REF00005193,ORD0085258,CUST085258,TXN00085258,1715.3,NOT_INITIATED,ORDER_CANCELLED,,,GW-76676288
REF00005194,ORD0085320,CUST085320,TXN00085320,1445.74,NOT_INITIATED,ORDER_CANCELLED,,,GW-41927850
REF00005195,ORD0085326,CUST085326,TXN00085326,209.34,NOT_INITIATED,ORDER_CANCELLED,,,GW-66534711
REF00005196,ORD0085347,CUST085347,TXN00085347,276.27,NOT_INITIATED,RETURN,,,GW-79764086
REF00005197,ORD0085362,CUST085362,TXN00085362,1093.58,NOT_INITIATED,RETURN,,,GW-62220943
REF00005198,ORD0085369,CUST085369,TXN00085369,152.49,NOT_INITIATED,RETURN,,,GW-59370973
REF00005199,ORD0085371,CUST085371,TXN00085371,876.17,NOT_INITIATED,RETURN,,,GW-58885445
REF00005200,ORD0085386,CUST085386,TXN00085386,154.07,NOT_INITIATED,RETURN,,,GW-35210484
REF00005201,ORD0085393,CUST085393,TXN00085393,446.48,NOT_INITIATED,ORDER_CANCELLED,,,GW-14094521
REF00005202,ORD0085421,CUST085421,TXN00085421,161.54,NOT_INITIATED,RETURN,,,GW-69297555
REF00005203,ORD0085440,CUST085440,TXN00085440,1064.61,NOT_INITIATED,RETURN,,,GW-90437345
REF00005204,ORD0085456,CUST085456,TXN00085456,155.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-54290220
REF00005205,ORD0085478,CUST085478,TXN00085478,1998.72,NOT_INITIATED,RETURN,,,GW-21099340
REF00005206,ORD0085494,CUST085494,TXN00085494,1096.39,NOT_INITIATED,RETURN,,,GW-20403047
REF00005207,ORD0085510,CUST085510,TXN00085510,480.52,NOT_INITIATED,ORDER_CANCELLED,,,GW-37812715
REF00005208,ORD0085537,CUST085537,TXN00085537,115.88,NOT_INITIATED,RETURN,,,GW-76724078
REF00005209,ORD0085542,CUST085542,TXN00085542,273.74,NOT_INITIATED,ORDER_CANCELLED,,,GW-50221467
REF00005210,ORD0085568,CUST085568,TXN00085568,922.08,NOT_INITIATED,ORDER_CANCELLED,,,GW-47996453
REF00005211,ORD0085588,CUST085588,TXN00085588,412.61,NOT_INITIATED,ORDER_CANCELLED,,,GW-76784697
REF00005212,ORD0085595,CUST085595,TXN00085595,1311.35,NOT_INITIATED,ORDER_CANCELLED,,,GW-65465353
REF00005213,ORD0085599,CUST085599,TXN00085599,1951.17,NOT_INITIATED,RETURN,,,GW-87330723
REF00005214,ORD0085614,CUST085614,TXN00085614,944.3,NOT_INITIATED,ORDER_CANCELLED,,,GW-21576071
REF00005215,ORD0085618,CUST085618,TXN00085618,244.4,NOT_INITIATED,RETURN,,,GW-98247612
REF00005216,ORD0085630,CUST085630,TXN00085630,832.69,NOT_INITIATED,ORDER_CANCELLED,,,GW-42914746
REF00005217,ORD0085668,CUST085668,TXN00085668,959.44,NOT_INITIATED,RETURN,,,GW-15367897
REF00005218,ORD0085684,CUST085684,TXN00085684,1017.21,NOT_INITIATED,ORDER_CANCELLED,,,GW-67212345
REF00005219,ORD0085693,CUST085693,TXN00085693,159.34,NOT_INITIATED,ORDER_CANCELLED,,,GW-81431358
REF00005220,ORD0085699,CUST085699,TXN00085699,1085.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-22378738
REF00005221,ORD0085719,CUST085719,TXN00085719,904.17,NOT_INITIATED,RETURN,,,GW-71010600
REF00005222,ORD0085726,CUST085726,TXN00085726,2700.86,NOT_INITIATED,RETURN,,,GW-58608364
REF00005223,ORD0085749,CUST085749,TXN00085749,399.25,NOT_INITIATED,RETURN,,,GW-35096782
REF00005224,ORD0085763,CUST085763,TXN00085763,440.56,NOT_INITIATED,ORDER_CANCELLED,,,GW-12616673
REF00005225,ORD0085769,CUST085769,TXN00085769,1435.69,NOT_INITIATED,RETURN,,,GW-34094998
REF00005226,ORD0085777,CUST085777,TXN00085777,27.42,NOT_INITIATED,RETURN,,,GW-76122088
REF00005227,ORD0085793,CUST085793,TXN00085793,706.06,NOT_INITIATED,RETURN,,,GW-53250069
REF00005228,ORD0085811,CUST085811,TXN00085811,1025.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-84405468
REF00005229,ORD0085874,CUST085874,TXN00085874,1657.55,NOT_INITIATED,RETURN,,,GW-43438874
REF00005230,ORD0085887,CUST085887,TXN00085887,406.97,NOT_INITIATED,ORDER_CANCELLED,,,GW-62246675
REF00005231,ORD0085914,CUST085914,TXN00085914,248.6,NOT_INITIATED,ORDER_CANCELLED,,,GW-71514975
REF00005232,ORD0085917,CUST085917,TXN00085917,636.31,NOT_INITIATED,ORDER_CANCELLED,,,GW-26113124
REF00005233,ORD0085925,CUST085925,TXN00085925,901.34,NOT_INITIATED,RETURN,,,GW-34852738
REF00005234,ORD0085933,CUST085933,TXN00085933,330.16,NOT_INITIATED,ORDER_CANCELLED,,,GW-33917157
REF00005235,ORD0085956,CUST085956,TXN00085956,175.92,NOT_INITIATED,ORDER_CANCELLED,,,GW-96327984
REF00005236,ORD0085965,CUST085965,TXN00085965,1986.9,NOT_INITIATED,ORDER_CANCELLED,,,GW-83249719
REF00005237,ORD0085974,CUST085974,TXN00085974,1530.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-18629051
REF00005238,ORD0085975,CUST085975,TXN00085975,956.11,NOT_INITIATED,ORDER_CANCELLED,,,GW-15439805
REF00005239,ORD0085983,CUST085983,TXN00085983,1891.37,NOT_INITIATED,RETURN,,,GW-43488521
REF00005240,ORD0086078,CUST086078,TXN00086078,1229.75,NOT_INITIATED,ORDER_CANCELLED,,,GW-73827307
REF00005241,ORD0086088,CUST086088,TXN00086088,1436.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-88847376
REF00005242,ORD0086093,CUST086093,TXN00086093,1301.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-19105880
REF00005243,ORD0086098,CUST086098,TXN00086098,461.18,NOT_INITIATED,ORDER_CANCELLED,,,GW-90935263
REF00005244,ORD0086108,CUST086108,TXN00086108,1861.45,NOT_INITIATED,RETURN,,,GW-84233374
REF00005245,ORD0086136,CUST086136,TXN00086136,2282.53,NOT_INITIATED,RETURN,,,GW-44798825
REF00005246,ORD0086149,CUST086149,TXN00086149,1453.24,NOT_INITIATED,RETURN,,,GW-22775954
REF00005247,ORD0086172,CUST086172,TXN00086172,1183.39,NOT_INITIATED,RETURN,,,GW-88754072
REF00005248,ORD0086176,CUST086176,TXN00086176,300.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-94276003
REF00005249,ORD0086198,CUST086198,TXN00086198,207.92,NOT_INITIATED,ORDER_CANCELLED,,,GW-38496681
REF00005250,ORD0086201,CUST086201,TXN00086201,289.29,NOT_INITIATED,ORDER_CANCELLED,,,GW-18480421
REF00005251,ORD0086205,CUST086205,TXN00086205,410.96,NOT_INITIATED,RETURN,,,GW-31919162
REF00005252,ORD0086228,CUST086228,TXN00086228,1514.06,NOT_INITIATED,RETURN,,,GW-38057648
REF00005253,ORD0086231,CUST086231,TXN00086231,927.62,NOT_INITIATED,RETURN,,,GW-87617465
REF00005254,ORD0086248,CUST086248,TXN00086248,504.89,NOT_INITIATED,ORDER_CANCELLED,,,GW-96502574
REF00005255,ORD0086267,CUST086267,TXN00086267,402.44,NOT_INITIATED,ORDER_CANCELLED,,,GW-87586521
REF00005256,ORD0086314,CUST086314,TXN00086314,738.4,NOT_INITIATED,RETURN,,,GW-52602142
REF00005257,ORD0086326,CUST086326,TXN00086326,1375.38,NOT_INITIATED,RETURN,,,GW-51874917
REF00005258,ORD0086339,CUST086339,TXN00086339,877.66,NOT_INITIATED,RETURN,,,GW-98568649
REF00005259,ORD0086358,CUST086358,TXN00086358,1979.33,NOT_INITIATED,ORDER_CANCELLED,,,GW-25308008
REF00005260,ORD0086362,CUST086362,TXN00086362,373.08,NOT_INITIATED,RETURN,,,GW-33163048
REF00005261,ORD0086377,CUST086377,TXN00086377,2141.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-68323856
REF00005262,ORD0086382,CUST086382,TXN00086382,2284.56,NOT_INITIATED,RETURN,,,GW-16751365
REF00005263,ORD0086394,CUST086394,TXN00086394,700.88,NOT_INITIATED,RETURN,,,GW-53381897
REF00005264,ORD0086396,CUST086396,TXN00086396,1761.31,NOT_INITIATED,RETURN,,,GW-43707717
REF00005265,ORD0086399,CUST086399,TXN00086399,372.25,NOT_INITIATED,RETURN,,,GW-27739273
REF00005266,ORD0086405,CUST086405,TXN00086405,1283.22,NOT_INITIATED,RETURN,,,GW-18611619
REF00005267,ORD0086422,CUST086422,TXN00086422,302.17,NOT_INITIATED,RETURN,,,GW-74174061
REF00005268,ORD0086441,CUST086441,TXN00086441,1431.93,NOT_INITIATED,ORDER_CANCELLED,,,GW-47907226
REF00005269,ORD0086448,CUST086448,TXN00086448,200.83,NOT_INITIATED,RETURN,,,GW-56144971
REF00005270,ORD0086460,CUST086460,TXN00086460,238.45,NOT_INITIATED,ORDER_CANCELLED,,,GW-64871289
REF00005271,ORD0086473,CUST086473,TXN00086473,1044.67,NOT_INITIATED,RETURN,,,GW-62245683
REF00005272,ORD0086488,CUST086488,TXN00086488,471.04,NOT_INITIATED,ORDER_CANCELLED,,,GW-58401733
REF00005273,ORD0086516,CUST086516,TXN00086516,442.99,NOT_INITIATED,ORDER_CANCELLED,,,GW-96888930
REF00005274,ORD0086607,CUST086607,TXN00086607,2363.78,NOT_INITIATED,RETURN,,,GW-23060832
REF00005275,ORD0086609,CUST086609,TXN00086609,2545.99,NOT_INITIATED,ORDER_CANCELLED,,,GW-61766572
REF00005276,ORD0086611,CUST086611,TXN00086611,2770.36,NOT_INITIATED,ORDER_CANCELLED,,,GW-87133705
REF00005277,ORD0086616,CUST086616,TXN00086616,746.91,NOT_INITIATED,RETURN,,,GW-86467659
REF00005278,ORD0086636,CUST086636,TXN00086636,508.88,NOT_INITIATED,RETURN,,,GW-90030471
REF00005279,ORD0086637,CUST086637,TXN00086637,1362.85,NOT_INITIATED,ORDER_CANCELLED,,,GW-94390882
REF00005280,ORD0086651,CUST086651,TXN00086651,2461.23,NOT_INITIATED,ORDER_CANCELLED,,,GW-73466843
REF00005281,ORD0086654,CUST086654,TXN00086654,112.53,NOT_INITIATED,ORDER_CANCELLED,,,GW-88013019
REF00005282,ORD0086665,CUST086665,TXN00086665,260.59,NOT_INITIATED,ORDER_CANCELLED,,,GW-71743688
REF00005283,ORD0086677,CUST086677,TXN00086677,379.88,NOT_INITIATED,ORDER_CANCELLED,,,GW-81066967
REF00005284,ORD0086679,CUST086679,TXN00086679,340.93,NOT_INITIATED,ORDER_CANCELLED,,,GW-30174855
REF00005285,ORD0086701,CUST086701,TXN00086701,645.24,NOT_INITIATED,ORDER_CANCELLED,,,GW-77713462
REF00005286,ORD0086720,CUST086720,TXN00086720,1199.38,NOT_INITIATED,RETURN,,,GW-82865040
REF00005287,ORD0086734,CUST086734,TXN00086734,446.04,NOT_INITIATED,ORDER_CANCELLED,,,GW-32105314
REF00005288,ORD0086743,CUST086743,TXN00086743,1131.65,NOT_INITIATED,ORDER_CANCELLED,,,GW-37287913
REF00005289,ORD0086756,CUST086756,TXN00086756,39.26,NOT_INITIATED,ORDER_CANCELLED,,,GW-41373305
REF00005290,ORD0086783,CUST086783,TXN00086783,876.92,NOT_INITIATED,RETURN,,,GW-95298959
REF00005291,ORD0086820,CUST086820,TXN00086820,1264.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-74286769
REF00005292,ORD0086828,CUST086828,TXN00086828,537.61,NOT_INITIATED,RETURN,,,GW-13142037
REF00005293,ORD0086840,CUST086840,TXN00086840,439.9,NOT_INITIATED,RETURN,,,GW-84936475
REF00005294,ORD0086858,CUST086858,TXN00086858,194.92,NOT_INITIATED,ORDER_CANCELLED,,,GW-52589484
REF00005295,ORD0086868,CUST086868,TXN00086868,2255.42,NOT_INITIATED,ORDER_CANCELLED,,,GW-15242822
REF00005296,ORD0086901,CUST086901,TXN00086901,924.46,NOT_INITIATED,ORDER_CANCELLED,,,GW-44462518
REF00005297,ORD0086910,CUST086910,TXN00086910,1091.96,NOT_INITIATED,RETURN,,,GW-88771178
REF00005298,ORD0086941,CUST086941,TXN00086941,115.52,NOT_INITIATED,ORDER_CANCELLED,,,GW-63064085
REF00005299,ORD0086955,CUST086955,TXN00086955,1015.67,NOT_INITIATED,RETURN,,,GW-33519568
REF00005300,ORD0086956,CUST086956,TXN00086956,537.22,NOT_INITIATED,RETURN,,,GW-93236218
REF00005301,ORD0086961,CUST086961,TXN00086961,808.37,NOT_INITIATED,ORDER_CANCELLED,,,GW-82596902
REF00005302,ORD0086994,CUST086994,TXN00086994,1782.6,NOT_INITIATED,RETURN,,,GW-72085380
REF00005303,ORD0087000,CUST087000,TXN00087000,170.29,NOT_INITIATED,RETURN,,,GW-32273058
REF00005304,ORD0087026,CUST087026,TXN00087026,326.06,NOT_INITIATED,RETURN,,,GW-52018433
REF00005305,ORD0087029,CUST087029,TXN00087029,21.95,NOT_INITIATED,RETURN,,,GW-59948311
REF00005306,ORD0087037,CUST087037,TXN00087037,207.29,NOT_INITIATED,ORDER_CANCELLED,,,GW-15168244
REF00005307,ORD0087055,CUST087055,TXN00087055,1709.58,NOT_INITIATED,ORDER_CANCELLED,,,GW-29551943
REF00005308,ORD0087063,CUST087063,TXN00087063,2355.44,NOT_INITIATED,RETURN,,,GW-44414692
REF00005309,ORD0087065,CUST087065,TXN00087065,280.48,NOT_INITIATED,RETURN,,,GW-64666817
REF00005310,ORD0087067,CUST087067,TXN00087067,150.88,NOT_INITIATED,RETURN,,,GW-64665883
REF00005311,ORD0087083,CUST087083,TXN00087083,292.47,NOT_INITIATED,ORDER_CANCELLED,,,GW-54500392
REF00005312,ORD0087113,CUST087113,TXN00087113,1195.26,NOT_INITIATED,ORDER_CANCELLED,,,GW-47613948
REF00005313,ORD0087116,CUST087116,TXN00087116,255.49,NOT_INITIATED,RETURN,,,GW-12012769
REF00005314,ORD0087137,CUST087137,TXN00087137,736.19,NOT_INITIATED,RETURN,,,GW-67635906
REF00005315,ORD0087141,CUST087141,TXN00087141,24.88,NOT_INITIATED,RETURN,,,GW-84115719
REF00005316,ORD0087146,CUST087146,TXN00087146,803.43,NOT_INITIATED,RETURN,,,GW-83501488
REF00005317,ORD0087169,CUST087169,TXN00087169,163.7,NOT_INITIATED,ORDER_CANCELLED,,,GW-20647640
REF00005318,ORD0087175,CUST087175,TXN00087175,1021.44,NOT_INITIATED,RETURN,,,GW-17074619
REF00005319,ORD0087181,CUST087181,TXN00087181,1626.55,NOT_INITIATED,RETURN,,,GW-18151939
REF00005320,ORD0087202,CUST087202,TXN00087202,93.34,NOT_INITIATED,RETURN,,,GW-41347285
REF00005321,ORD0087214,CUST087214,TXN00087214,584.98,NOT_INITIATED,RETURN,,,GW-38584722
REF00005322,ORD0087218,CUST087218,TXN00087218,1284.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-90130242
REF00005323,ORD0087263,CUST087263,TXN00087263,520.99,NOT_INITIATED,ORDER_CANCELLED,,,GW-50547370
REF00005324,ORD0087266,CUST087266,TXN00087266,489.93,NOT_INITIATED,ORDER_CANCELLED,,,GW-17698334
REF00005325,ORD0087272,CUST087272,TXN00087272,8.83,NOT_INITIATED,RETURN,,,GW-70758228
REF00005326,ORD0087340,CUST087340,TXN00087340,1063.72,NOT_INITIATED,RETURN,,,GW-46322724
REF00005327,ORD0087355,CUST087355,TXN00087355,997.75,NOT_INITIATED,ORDER_CANCELLED,,,GW-57438527
REF00005328,ORD0087413,CUST087413,TXN00087413,266.31,NOT_INITIATED,ORDER_CANCELLED,,,GW-29539332
REF00005329,ORD0087440,CUST087440,TXN00087440,841.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-57962267
REF00005330,ORD0087448,CUST087448,TXN00087448,999.31,NOT_INITIATED,RETURN,,,GW-91394572
REF00005331,ORD0087459,CUST087459,TXN00087459,1581.08,NOT_INITIATED,RETURN,,,GW-18075945
REF00005332,ORD0087460,CUST087460,TXN00087460,116.15,NOT_INITIATED,RETURN,,,GW-42187573
REF00005333,ORD0087462,CUST087462,TXN00087462,3028.47,NOT_INITIATED,RETURN,,,GW-12291597
REF00005334,ORD0087471,CUST087471,TXN00087471,356.63,NOT_INITIATED,ORDER_CANCELLED,,,GW-49277707
REF00005335,ORD0087484,CUST087484,TXN00087484,590.05,NOT_INITIATED,RETURN,,,GW-85076720
REF00005336,ORD0087510,CUST087510,TXN00087510,2567.97,NOT_INITIATED,RETURN,,,GW-76240655
REF00005337,ORD0087512,CUST087512,TXN00087512,2096.14,NOT_INITIATED,ORDER_CANCELLED,,,GW-90945867
REF00005338,ORD0087529,CUST087529,TXN00087529,285.15,NOT_INITIATED,RETURN,,,GW-80042702
REF00005339,ORD0087561,CUST087561,TXN00087561,118.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-95133520
