case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00067414,CUST004224,ORD0004224,mam was superb for resolving problems,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:36,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067415,CUST004224,ORD0004224,I received the wrong product.,RETURN,Wrong,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:42,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067416,CUST004224,ORD0004224,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067417,CUST004224,ORD0004224,I need help with my order.,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:59,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067418,CUST004224,ORD0004224,My problem is solve,RETURN,Missing,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:20,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067419,CUST004224,ORD0004224,Superb interaction with the support executive.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:25,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067420,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:35,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067421,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 23:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067422,CUST052214,ORD0052214,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Portable SSD 1TB,Sports & Outdoors,437.25,Delivered,27/08/2023 15:40,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067423,CUST052215,ORD0052215,Very good,ORDER,Delayed,Order Related,Action Camera,Clothing,595.49,Delivered,27/08/2023 09:59,Email,5,AUTONOMOUS_ELIGIBLE
CASE00067424,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 23:08,Email,1,AUTONOMOUS_ELIGIBLE
CASE00067425,CUST004224,ORD0004224,I need help with my order.,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:02,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067426,CUST004224,ORD0004224,I need help with my order.,ORDER,Priority delivery,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067427,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:38,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067428,CUST004224,ORD0004224,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067429,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:46,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067430,CUST004224,ORD0004224,Very nice voice and perfectly experience with how to handle any customer and nature is very good,PAYMENT,Wallet related,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067431,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:13,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067432,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067433,CUST052216,ORD0052216,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Smart Light Bulb,Home & Kitchen,280.57,Delivered,27/08/2023 21:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067434,CUST052217,ORD0052217,It was very good nice to talking about your costumer supporter,RETURN,Reverse Pickup Enquiry,Returns,T-Shirt,Electronics,928.11,Shipped,27/08/2023 10:39,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067435,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 16:36,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067436,CUST004224,ORD0004224,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:17,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067437,CUST004224,ORD0004224,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:55,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067438,CUST004224,ORD0004224,not support proper,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:12,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067439,CUST004224,ORD0004224,I need help with my order.,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:02,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067440,CUST004224,ORD0004224,An item is missing from my order.,RETURN,Missing,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067441,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067442,CUST052218,ORD0052218,Thank u Shopzilla agent,ORDER,Order status enquiry,Order Related,Laptop Sleeve,Sports & Outdoors,1459.54,Delivered,27/08/2023 09:17,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067443,CUST052219,ORD0052219,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Portable SSD 1TB,Electronics,305.01,Delivered,27/08/2023 15:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067444,CUST052220,ORD0052220,I need help with my order.,RETURN,Fraudulent User,Returns,Backpack,Books,210.53,Cancelled,27/08/2023 13:18,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067445,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:25,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067446,CUST004224,ORD0004224,I need help with my order.,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:59,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067447,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067448,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:13,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00067449,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067450,CUST004224,ORD0004224,Product is not a same product,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:58,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00067451,CUST004224,ORD0004224,Please provide specifications for product advertised,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:30,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067452,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067453,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067454,CUST004224,ORD0004224,I am happy,REFUND,COD Refund Details,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:12,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067455,CUST004224,ORD0004224,Good customer service,RETURN,Fraudulent User,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:55,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067456,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067457,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:41,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067458,CUST004224,ORD0004224,An item is missing from my order.,RETURN,Missing,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:02,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067459,CUST004224,ORD0004224,More trouble every time facing which is your system error...so pz do work on this.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067460,CUST052221,ORD0052221,Bahut achcha   karke,ORDER,Delayed,Order Related,Drone Mini,Toys & Games,1626.22,Delivered,27/08/2023 08:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067461,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 08:56,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067462,CUST004224,ORD0004224,An item is missing from my order.,RETURN,Missing,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 18:11,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067463,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:27,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067464,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:38,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067465,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067466,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067467,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:02,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067468,CUST004224,ORD0004224,Ok,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:54,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067469,CUST004224,ORD0004224,Worst experience. They inordately put the call on hold,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:38,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067470,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:45,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067471,CUST004224,ORD0004224,Good,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 22:05,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067472,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067473,CUST004224,ORD0004224,Please confirm product order,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:17,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067474,CUST004224,ORD0004224,Help centre is very good,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:31,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067475,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:05,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067476,CUST004224,ORD0004224,Repair my microwave oven,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 10:18,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067477,CUST004224,ORD0004224,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067478,CUST004224,ORD0004224,I'm happy,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067479,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:23,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067480,CUST004224,ORD0004224,V good,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:28,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067481,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:41,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067482,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067483,CUST052222,ORD0052222,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Graphic Tablet,Electronics,1524.64,Delivered,27/08/2023 17:22,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067484,CUST052223,ORD0052223,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Yoga Mat,Sports & Outdoors,184.46,Delivered,27/08/2023 18:00,Email,5,AUTONOMOUS_ELIGIBLE
CASE00067485,CUST004224,ORD0004224,I need help with my order.,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:36,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067486,CUST004224,ORD0004224,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:58,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067487,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:53,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067488,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:08,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067489,CUST004224,ORD0004224,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:49,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067490,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 18:37,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067491,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 21:50,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00067492,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,28/08/2023 00:23,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067493,CUST052224,ORD0052224,Very poor costumer service,ORDER,Delayed,Order Related,Novel Bestseller,Sports & Outdoors,639.58,Delivered,27/08/2023 19:12,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067494,CUST052225,ORD0052225,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,T-Shirt,Electronics,136.47,Delivered,27/08/2023 21:04,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067495,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 14:14,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00067496,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,26/08/2023 18:35,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067497,CUST004224,ORD0004224,excellent,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:33,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067498,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067499,CUST004224,ORD0004224,The product I received is damaged.,RETURN,Damaged,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067500,CUST004224,ORD0004224,I need help with my order.,RETURN,Technician Visit,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:39,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067501,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:31,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067502,CUST004224,ORD0004224,Thanku,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:37,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067503,CUST004224,ORD0004224,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 15:09,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067504,CUST004224,ORD0004224,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067505,CUST004224,ORD0004224,Nice,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:25,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067506,CUST004224,ORD0004224,Good work,REFUND,Refund Enquiry,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:47,Email,5,AUTONOMOUS_ELIGIBLE
CASE00067507,CUST004224,ORD0004224,Ok,RETURN,Wrong,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:14,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067508,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:54,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067509,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:20,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067510,CUST004224,ORD0004224,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 11:06,Outcall,3,AUTONOMOUS_ELIGIBLE
CASE00067511,CUST004224,ORD0004224,Executive is very slow in understanding my problem,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:39,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067512,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:59,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067513,CUST004224,ORD0004224,Nice services,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 09:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067514,CUST004224,ORD0004224,Good,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 10:59,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067515,CUST004224,ORD0004224,Rahul,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:38,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067516,CUST004224,ORD0004224,I am having an issue with my payment.,PAYMENT,Online Payment Issues,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067517,CUST004224,ORD0004224,Good,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:08,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00067518,CUST004224,ORD0004224,Thanks,REFUND,Refund Enquiry,Refund Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067519,CUST004224,ORD0004224,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067520,CUST004224,ORD0004224,2good,PAYMENT,Wallet related,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 17:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067521,CUST004224,ORD0004224,Worst customer support,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:17,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067522,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 19:23,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067523,CUST004224,ORD0004224,I need help with my order.,PAYMENT,PayLater related,Payments related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,28/08/2023 00:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067524,CUST052226,ORD0052226,Shopzilla only extend resulation date only .they not resolution provided.they are nothing doing,RETURN,Reverse Pickup Enquiry,Returns,Novel Bestseller,Toys & Games,1436.71,Delivered,27/08/2023 13:35,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067525,CUST004224,ORD0004224,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067526,CUST004224,ORD0004224,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 08:42,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067527,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 10:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067528,CUST004224,ORD0004224,I need help with my order.,ORDER,Installation/demo,Order Related,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:23,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00067529,CUST004224,ORD0004224,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 12:45,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00067530,CUST004224,ORD0004224,Thank you,ORDER,Not Needed,Cancellation,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 13:46,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00067531,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 14:51,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00067532,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 16:35,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00067533,CUST004224,ORD0004224,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Home & Kitchen,1322.06,Delivered,27/08/2023 20:57,Inbound,5,AUTONOMOUS_ELIGIBLE
